   3.7000000e+01   1.0000000e-02
   3.8000000e+01   1.0000000e-02
   3.9000000e+01   2.0000000e-02
   4.0000000e+01   2.0000000e-02
   4.1000000e+01   0.0000000e+00
   4.2000000e+01   1.0000000e-02
   4.3000000e+01   0.0000000e+00
   4.4000000e+01   0.0000000e+00
   4.5000000e+01   3.0000000e-02
   4.6000000e+01   0.0000000e+00
   4.7000000e+01   5.0000000e-02
   4.8000000e+01   4.0000000e-02
   4.9000000e+01   7.0000000e-02
   5.0000000e+01   5.0000000e-02
   5.1000000e+01   3.0000000e-02
   5.2000000e+01   4.0000000e-02
   5.3000000e+01   6.0000000e-02
   5.4000000e+01   3.0000000e-02
   5.5000000e+01   8.0000000e-02
   5.6000000e+01   5.0000000e-02
   5.7000000e+01   6.0000000e-02
   5.8000000e+01   2.0000000e-02
   5.9000000e+01   4.0000000e-02
   6.0000000e+01   6.0000000e-02
   6.1000000e+01   5.0000000e-02
   6.2000000e+01   2.0000000e-02
   6.3000000e+01   5.0000000e-02
   6.4000000e+01   1.0000000e-02
   6.5000000e+01   1.0000000e-02
   6.6000000e+01   3.0000000e-02
   6.7000000e+01   1.0000000e-02
   6.8000000e+01   1.0000000e-02
   6.9000000e+01   1.0000000e-02
   7.0000000e+01   0.0000000e+00
   7.1000000e+01   1.0000000e-02
   7.2000000e+01   0.0000000e+00
   7.3000000e+01   0.0000000e+00
   7.4000000e+01   0.0000000e+00
   7.5000000e+01   0.0000000e+00
   7.6000000e+01   0.0000000e+00
   7.7000000e+01   0.0000000e+00
   7.8000000e+01   0.0000000e+00
   7.9000000e+01   0.0000000e+00
   8.0000000e+01   0.0000000e+00
   8.1000000e+01   0.0000000e+00
   8.2000000e+01   0.0000000e+00
   8.3000000e+01   1.0000000e-02
